Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Iceland,ISL,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,99.58974,98.9773,98.45287,97.80983,97.7809,98.62334,99.45037,..,..,..
Iceland,ISL,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,99.02964,98.60441,98.03741,98.38636,98.64376,98.65286,99.58274,..,..,..
Iceland,ISL,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,81.34753,81.52883,83.12479,83.8664,86.39889,..,..
Iceland,ISL,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,99.30476,98.78802,98.24204,98.10257,98.21974,98.6384,99.51819,99.92112,..,..
Iceland,ISL,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,83.59367,83.35876,84.35566,86.22408,88.59235,..,..
Iceland,ISL,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,79.22156,79.79328,81.95352,81.6139,84.29058,..,..
Iceland,ISL,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,98.25472,99.30314,97.33181,97.23338,97.70792,99.14273,99.58561,..,..,..
Iceland,ISL,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,98.22882,98.68049,95.91647,96.39599,97.39677,99.42401,99.95675,..,..,..
Iceland,ISL,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,98.27987,99.90838,98.69955,98.03493,98.00255,98.8792,99.23987,..,..,..
Iceland,ISL,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,95.81223,96.63896,97.91494,98.23629,99.23558,99.38382,99.7469,99.43047,..,..
Iceland,ISL,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,95.43593,95.71171,96.99954,98.75825,99.96856,99.93664,99.67949,99.48833,..,..
Iceland,ISL,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,96.17045,97.52554,98.79163,97.73482,98.52861,98.84806,99.81259,99.37383,..,..
Iceland,ISL,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,89.05229,89.3339,89.523,89.49172,89.46008,89.41477,89.45617,89.3614,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,90.69698,90.68505,91.10608,91.11513,91.23006,91.35509,91.51455,91.40669,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,89.90262,90.03281,90.34225,90.33188,90.376,90.41876,90.52128,90.41939,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,84.80876,84.84373,84.94375,84.86473,85.35465,85.53409,85.68193,85.36593,..,..
IDA & IBRD total,IBT,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,83.95002,84.27878,84.45845,84.52633,84.6741,84.82193,84.90199,84.63462,..,..
IDA & IBRD total,IBT,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,85.32728,85.36957,85.39552,85.18001,85.98831,86.19602,86.40727,86.04888,..,..
IDA & IBRD total,IBT,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,63.35637,62.62351,63.49948,63.42788,63.28941,63.28148,63.12948,..,..,..
IDA & IBRD total,IBT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,764098788,774762959,746493167,750232390,743413441,742245888,739182145,..,..,..
IDA & IBRD total,IBT,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,484105227,485183720,474019307,475856500,470501975,469704167,466641870,..,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,279993561,289579239,272473860,274375889,272911466,272541721,272540275,..,..,..
IDA blend,IDB,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,68.98922,69.98995,70.38817,69.81781,70.36348,70.69401,71.73373,71.51049,..,..
IDA blend,IDB,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,78.01457,78.26952,78.34268,77.84856,78.90626,79.0145,80.42427,79.9002,..,..
IDA blend,IDB,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,73.60673,74.22688,74.45913,73.92744,74.73413,74.94983,76.1781,75.801,..,..
IDA blend,IDB,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,64.59679,62.42631,62.08905,61.14992,61.67951,61.954,62.16425,62.28254,..,..
IDA blend,IDB,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,57.91018,58.03199,59.11379,59.42507,59.98199,60.26022,60.48389,60.58947,..,..
IDA blend,IDB,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,69.4975,66.60646,64.92136,62.79232,63.29202,63.55995,63.75657,63.88666,..,..
IDA blend,IDB,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,62.82649,62.20971,62.95188,62.73034,62.38307,62.70984,62.67528,..,..,..
IDA blend,IDB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,101676458,103693326,102722205,105500175,105214862,107281442,107576460,..,..,..
IDA blend,IDB,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,63879747,64507313,64665564,66180620,65636257,67276025,67423849,..,..,..
IDA blend,IDB,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,37796711,39186014,38056641,39319555,39578605,40005417,40152611,..,..,..
IDA only,IDX,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,77.91735,79.0454,79.98003,80.24577,80.54264,80.42724,80.65183,80.52473,..,..
IDA only,IDX,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,81.29803,82.48009,82.78882,83.06192,83.17353,83.1272,83.33071,83.23066,..,..
IDA only,IDX,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,79.6272,80.78222,81.39991,81.6693,81.87284,81.79273,82.00714,81.89417,..,..
IDA only,IDX,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,69.87117,73.4884,73.38556,73.65058,73.64195,74.03958,75.06248,73.89085,..,..
IDA only,IDX,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,68.5565,71.83602,72.08788,72.53335,72.53726,72.82445,73.95156,72.88483,..,..
IDA only,IDX,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,71.15525,75.10319,74.65312,74.74083,74.71831,75.2219,76.14297,74.86942,..,..
IDA only,IDX,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,60.10875,58.60925,60.60388,60.55471,60.50977,60.3508,60.00803,..,..,..
IDA only,IDX,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,228476217,244019432,221726391,225153564,226795721,229664057,231679468,..,..,..
IDA only,IDX,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,137334197,143017959,134374792,136341088,137233571,138604105,139026283,..,..,..
IDA only,IDX,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,91142020,101001473,87351599,88812477,89562150,91059951,92653185,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,97.48202,97.42634,97.91645,98.56772,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,94.90825,94.19646,96.1601,96.99684,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,44.48685,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,96.12032,95.71761,96.98764,97.73768,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,43.68476,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,45.2006,..,..,..,..,..,..
India,IND,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,96.86566,93.4597,94.82366,95.7152,..,..,..,..,..,..
India,IND,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,98.05817,94.82308,95.38342,96.22616,..,..,..,..,..,..
India,IND,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,95.79839,92.24064,94.32313,95.25799,..,..,..,..,..,..
India,IND,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,64.48814,..,..,..,..,..,..,..,..
India,IND,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,265543922,..,..,..,..,..,..,..,..
India,IND,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,171244332,..,..,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,74.5202,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,76.98971,..,..,..,..,..,..
India,IND,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,72.32426,..,..,..,..,..,..
India,IND,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,94299589,..,..,..,..,..,..,..,..
Indonesia,IDN,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,97.57204,98.75686,96.39396,94.14146,92.59846,..,91.35384,92.76452,92.01633,..
Indonesia,IDN,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,96.95146,95.00778,95.52497,93.33495,93.71928,..,95.76143,96.99213,96.60866,..
Indonesia,IDN,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,61.49621,58.67337,56.47439,54.94186,59.50913,61.0558,..
Indonesia,IDN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,97.25383,96.83061,95.94703,93.72643,93.17534,..,93.62147,94.9388,94.37668,..
Indonesia,IDN,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,57.90538,55.24252,55.18366,55.9088,60.92193,62.73394,..
Indonesia,IDN,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,64.93395,61.94898,57.7035,54.02337,58.17046,59.46934,..
Indonesia,IDN,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,92.03837,97.31753,96.05959,96.30838,97.67346,..,97.82592,99.8112,..,..
Indonesia,IDN,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,93.97929,100,100,100,100,..,97.00493,99.61528,..,..
Indonesia,IDN,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,90.20774,94.79246,92.34646,92.81695,95.4616,..,98.61459,100,..,..
Indonesia,IDN,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,69.19527,..,..,67.06364,69.67978,69.37731,..,..,..
Indonesia,IDN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,12555009,..,..,8943483,8896382,8723298,..,..,..
Indonesia,IDN,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,8687473,..,..,5997825,6198979,6051989,..,..,..
Indonesia,IDN,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,76.38624,78.38139,79.19618,79.96962,80.39445,78.44477,..,..,80.92781,..
Indonesia,IDN,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,77.34841,79.39656,81.10415,81.23742,82.76208,81.78355,..,..,83.20707,..
Indonesia,IDN,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,75.46413,77.41098,77.37829,78.76498,78.15009,75.28625,..,..,78.78008,..
Indonesia,IDN,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,3867537,..,..,2945657,2697403,2671309,..,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,96.35704,96.48348,97.60107,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,96.92239,97.09262,98.42815,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,70.69608,70.5963,..,68.46747,68.40564,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,96.64524,96.7942,98.02288,98.80368,99.62784,99.76909,99.7847,99.77089,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,66.43707,68.91623,..,66.92228,68.20743,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,74.86434,72.23691,..,69.97384,68.59748,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,99.28914,98.39717,98.3093,99.72946,97.7229,95.24367,96.17081,96.71276,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,98.55343,96.7544,96.57625,100,96.28761,93.89865,94.41924,94.95738,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,100,100,100,99.46562,99.12327,96.5591,97.89304,98.44079,..,..
"Iran, Islamic Rep.",IRN,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,65.81533,65.80217,65.93933,..,66.49635,..,..,..
"Iran, Islamic Rep.",IRN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,9567037,9092311,9144207,..,8836773,..,..,..
"Iran, Islamic Rep.",IRN,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,6296577,5982938,6029629,..,5876131,..,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,82.84194,84.94767,86.41471,85.65451,87.36771,..,89.52774,90.75884,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,82.25233,84.7659,86.22557,85.58965,86.11341,..,88.18313,89.72606,..,..
"Iran, Islamic Rep.",IRN,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,83.41213,85.12247,86.59708,85.71714,88.57655,..,90.81361,91.74159,..,..
"Iran, Islamic Rep.",IRN,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,3270460,3109373,3114578,..,2960642,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,56.92031,..,..,..,..,..,..
Iraq,IRQ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,10883989,..,..,..,..,..,..
Iraq,IRQ,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,6195200,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,4688789,..,..,..,..,..,..
Ireland,IRL,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,94.89946,95.15631,95.6255,94.28215,..,..
Ireland,IRL,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,99.75201,99.54467,99.58676,99.95062,99.97016,99.88462,..,..
Ireland,IRL,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,96.73896,96.67266,96.801,95.95394,..,..
Ireland,IRL,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,93.15667,93.71695,94.51053,92.67676,..,..
Ireland,IRL,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,99.19324,99.81121,97.95355,96.87087,97.21724,98.79355,99.49156,..,..,..
Ireland,IRL,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,99.91767,99.97099,97.38758,97.17698,97.24933,99.61366,99.4698,..,..,..
Ireland,IRL,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,98.51353,99.65979,98.49775,96.5782,97.18658,98.01933,99.51256,..,..,..
Ireland,IRL,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,97.66414,..,97.88447,..,98.1861,98.01254,98.03392,98.05972,..,..
Ireland,IRL,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,98.59523,..,98.65029,..,98.79646,98.76308,98.82944,98.91594,..,..
Ireland,IRL,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,96.78725,..,97.16141,..,97.60684,97.29596,97.27193,97.238,..,..
Ireland,IRL,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,92.15617,92.19722,91.98025,92.75436,92.14909,..,..
Israel,ISR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,97.38332,97.01667,97.66493,97.25985,97.05817,97.555,97.05013,97.32018,..,..
